Date,AAPL,MSFT,AMZN,GOOGL,TSLA,NVDA
2021-04-26,-0.948302060038422,-0.9769165046900333,-1.0469180594491998,-1.01376318421107,-0.9299779159783107,-0.8325393411503405
2021-04-27,-0.8063987357179798,-0.9511388432337511,-1.0505116161157724,-0.7313945459608286,0.045064531856457035,-0.6612709153643869
2021-04-28,-0.5765217362678916,0.051932555205652424,-1.428482656926404,-1.663867488350226,0.5107027649971001,-0.47100702706071157
2021-04-29,-0.4825664082619117,0.6152335471728219,-1.580204869261812,-2.2777456213658365,1.1524847529083575,-0.45823576657291737
2021-04-30,0.2897143154878583,0.9394022488742418,-1.5002757574550907,-1.5714371277529673,0.09899134626730423,0.09627243683134559
2021-05-03,0.01646149525306784,1.097771928526903,-0.2660678302939502,-1.2235129738934345,1.0202314199606162,0.48010520326288947
2021-05-04,2.3290598933667788,2.0780268909210555,1.135674674667443,-0.3641998489863721,1.3634333299990633,1.4919236658331347
2021-05-05,2.237870718389271,2.1781602397888804,1.8537095955887113,-0.4781188571604092,1.4606642393042768,1.389881452565633
2021-05-06,1.3890912573838676,1.3518369302804034,1.2267733737776314,-0.9281270446257135,1.6123090098264754,1.3232281150680913
2021-05-07,0.9731004585767102,0.7192986308044277,1.3479005836048128,-1.1561555165644268,1.283126988666511,0.8130030545787922
2021-05-10,2.1353901413585397,1.6131613785737513,2.409830494583329,0.3531916564621097,2.252967043646514,1.7371267542623157
2021-05-11,2.0884193986749637,1.5764963097711593,1.6787186562343133,0.940937626306074,2.2124928298093676,1.474455968987821
2021-05-12,2.4865166347629524,2.3084742673124685,2.16033935113432,2.4070695960609596,2.353496377782744,2.088269076874775
2021-05-13,1.611020287637106,1.4909406312876856,1.763383242297842,1.5674237688950008,2.2616994205012655,2.0154077961324006
2021-05-14,0.8338675288666466,0.659624814714946,1.0198198459323853,0.496989730594002,1.665732053073272,0.9697478678237262
2021-05-17,1.0510172226904235,1.0020591656026316,0.4842976576336269,0.2687396089110615,1.666143254840347,1.0010863379761619
2021-05-18,1.2992499903941737,1.1862895055254705,0.8063992726686826,0.8105454031869433,1.460726375510932,1.1442603521649344
2021-05-19,1.20902362108736,1.0007650450613939,0.739600764032173,0.6086904365677659,1.5392403396714511,0.9586371679794017
2021-05-20,0.44909606197622726,0.42216274364519263,0.5468723437461992,-0.08685751889201977,1.0306993857385367,-0.03895130534906701
